1;0;3059.00;11.82;1137.00;0.00;0.80
2;0;2986.00;24.20;1864.00;0.00;1.52
3;0;1908.00;13.50;1407.00;0.00;0.68
4;0;2712.00;10.40;735.00;0.00;0.96
5;0;1620.00;11.67;1911.00;0.00;1.12
6;0;2406.00;9.70;1462.00;0.00;1.16
7;0;3338.00;23.30;1437.00;0.00;1.20
8;0;1854.00;10.60;1633.00;0.00;1.24
9;0;3917.00;15.40;1318.00;0.00;1.28
10;0;1859.00;11.15;1946.00;0.00;1.44
11;0;2295.00;9.95;1707.00;0.00;1.52
12;0;2299.00;10.85;1616.00;0.00;1.48
13;0;2074.00;18.65;1879.00;0.00;1.68
14;0;1896.00;14.45;1825.00;0.00;1.36
15;0;2687.00;21.25;1802.00;0.00;1.12
16;0;3900.00;20.60;1484.00;0.00;0.88
17;0;3955.00;9.70;241.00;0.00;1.32
18;0;1935.00;10.55;2009.00;0.00;1.52
19;0;2868.00;9.70;747.00;0.00;1.12
20;0;3378.00;23.20;1545.00;0.00;1.20
21;0;2595.00;10.90;849.00;0.00;0.88
22;0;2975.00;9.70;1227.00;0.00;1.16
23;0;3692.00;23.00;1740.00;0.00;1.12
24;0;4014.00;9.70;812.00;0.00;0.76
25;0;3137.00;23.70;1750.00;0.00;1.56
26;0;2824.00;23.90;1892.00;0.00;2.04
27;0;2644.00;22.90;2014.00;0.00;1.68
28;0;2852.00;9.70;1268.00;0.00;1.00
29;0;2082.00;16.82;1774.00;0.00;1.28
30;0;2440.00;12.50;1821.00;0.00;1.48
31;0;2645.00;9.70;1356.00;0.00;0.72
32;0;2597.00;10.80;943.00;0.00;0.84
33;0;2497.00;11.35;853.00;0.00;0.84
34;0;3824.00;21.70;1891.00;0.00;1.64
35;0;3857.00;12.30;997.00;0.00;1.00
36;0;3251.00;25.20;1440.00;0.00;0.88
37;0;1874.00;10.90;1320.00;0.00;1.04
38;0;3657.00;11.45;1137.00;0.00;0.96
39;0;2816.00;9.70;522.00;0.00;0.76
40;0;3807.00;21.60;1730.00;0.00;0.88
41;0;2072.00;10.90;1363.00;0.00;0.84
42;0;3983.00;21.00;1714.00;0.00;1.44
43;0;3104.00;23.40;1513.00;0.00;1.20
44;0;4015.00;19.45;1925.00;0.00;0.80
45;0;3603.00;9.70;1266.00;0.00;0.84
46;0;3535.00;9.70;1192.00;0.00;1.04
47;0;2787.00;10.77;1086.00;0.00;0.92
48;0;3055.00;10.72;1353.00;0.00;0.96
49;0;1646.00;10.80;1350.00;0.00;0.92
50;0;1768.00;11.10;1963.00;0.00;1.52
51;0;3380.00;22.80;1417.00;0.00;0.76
52;0;2522.00;9.70;953.00;0.00;0.84
53;0;2111.00;9.70;1393.00;0.00;0.96
54;0;1818.00;10.80;1309.00;0.00;1.12
55;0;3492.00;23.27;1817.00;0.00;1.48
56;0;2212.00;9.70;1128.00;0.00;0.76
57;0;2326.00;18.17;1924.00;0.00;1.44
58;0;3970.00;13.15;1120.00;0.00;0.96
59;0;3454.00;22.60;2014.00;0.00;1.76
60;0;3082.00;9.82;1144.00;0.00;0.56
61;0;2366.00;9.72;1572.00;0.00;1.24
62;0;2588.00;10.22;374.00;0.00;1.16
63;0;3127.00;23.62;1937.00;0.00;1.76
64;0;2465.00;9.70;1566.00;0.00;1.16
65;0;2585.00;19.60;1970.00;0.00;1.40
66;0;2910.00;10.05;867.00;0.00;1.00
67;0;2059.00;13.30;1731.00;0.00;1.28
68;0;2577.00;9.70;1399.00;0.00;1.12
69;0;2869.00;23.95;1958.00;0.00;1.60
70;0;2109.00;15.20;1599.00;0.00;1.16
71;0;2645.00;10.85;411.00;0.00;1.28
72;0;2238.00;11.45;2015.00;0.00;1.52
73;0;3680.00;9.70;1072.00;0.00;0.84
74;0;2434.00;9.70;1376.00;0.00;0.80
75;0;2251.00;15.10;1768.00;0.00;2.24
76;0;3262.00;23.10;1976.00;0.00;1.48
77;0;3768.00;9.70;690.00;0.00;0.88
