1;arms_factory;1644.00;16.85;1790.00;3.38;0
1;arms_factory;1643.00;13.73;2010.00;1.22;0
1;arms_factory;1609.00;16.08;1868.00;5.34;0
1;arms_factory;1658.00;13.90;2010.00;5.45;0
1;arms_factory;1645.00;14.05;1986.00;3.29;0
1;arms_factory;1668.00;12.90;1937.00;5.95;0
1;industrial_complex;1647.00;16.10;1750.00;2.33;0
1;industrial_complex;1624.00;11.32;1942.00;3.89;0
1;industrial_complex;1668.00;15.20;1775.00;1.73;0
1;industrial_complex;1674.00;14.30;1720.00;4.40;0
1;industrial_complex;1617.00;13.78;1758.00;0.78;0
1;industrial_complex;1609.00;13.60;1842.00;2.34;0
1;air_base;1650.00;16.25;1846.00;0.18;0
1;supply_node;1620.00;11.68;1911.00;4.49;0
1;supply_node;1621.00;13.35;1717.00;5.96;0
1;supply_node;1625.00;13.50;1999.00;2.61;0
1;supply_node;1662.00;16.68;1865.00;5.20;0
1;supply_node;1669.00;14.00;1744.00;1.85;0
1;supply_node;1618.00;13.70;1828.00;4.79;0
1;supply_node;1672.00;13.75;2027.00;1.09;0
1;supply_node;1656.00;15.50;1791.00;4.03;0
1;supply_node;1662.00;12.35;1945.00;5.50;0
1;supply_node;1614.00;13.65;1767.00;3.26;0
1;naval_base;1600.00;9.50;1830.00;-1.79;1573
1;naval_base;1600.00;9.50;2005.00;-2.14;1544
1;naval_base;1600.00;9.50;1929.00;-1.19;1966
1;naval_base;1600.00;9.50;1696.00;-1.25;2079
1;naval_base;1600.00;9.50;1774.00;-1.64;2000
1;bunker;1649.00;13.80;2014.00;0.25;0
1;bunker;1643.00;11.48;1907.00;1.45;0
1;bunker;1675.00;14.00;1939.00;4.47;0
1;bunker;1659.00;14.45;2043.00;0.85;0
1;bunker;1701.00;11.12;1869.00;3.52;0
1;bunker;1616.00;13.25;1743.00;5.08;0
1;bunker;1628.00;14.32;1777.00;2.92;0
1;bunker;1660.00;15.45;1791.00;5.58;0
1;bunker;1687.00;13.90;1774.00;1.96;0
1;bunker;1608.00;13.40;1799.00;4.98;0
1;coastal_bunker;1600.00;9.50;1740.00;-2.25;0
1;coastal_bunker;1600.00;9.50;1900.00;-1.19;0
1;coastal_bunker;1600.00;9.50;1974.00;-0.73;0
1;coastal_bunker;1600.00;9.50;1833.00;-1.79;0
1;coastal_bunker;1600.00;9.50;1786.00;-1.64;0
1;dockyard;1600.00;9.50;1732.00;-2.25;0
1;anti_air_building;1648.00;13.48;1889.00;5.14;0
1;anti_air_building;1608.00;11.30;1946.00;0.41;0
1;anti_air_building;1691.00;12.70;2023.00;4.54;0
1;synthetic_refinery;1658.00;15.90;1826.00;0.92;0
1;fuel_silo;1649.00;11.43;1908.00;2.48;0
1;radar_station;1657.00;16.88;1865.00;1.05;0
1;rocket_site;1634.00;12.85;1967.00;2.98;0
1;nuclear_reactor;1677.00;13.50;1959.00;4.19;0
2;arms_factory;2321.00;9.70;1730.00;5.34;0
2;arms_factory;2434.00;9.70;1457.00;5.45;0
2;arms_factory;2357.00;9.80;1770.00;3.29;0
2;arms_factory;2609.00;18.33;1750.00;5.95;0
2;arms_factory;2437.00;15.28;1876.00;2.33;0
2;arms_factory;2519.00;13.15;1688.00;3.89;0
2;industrial_complex;2430.00;9.88;1698.00;1.73;0
2;industrial_complex;2508.00;9.70;1613.00;4.40;0
2;industrial_complex;2465.00;9.70;1646.00;0.78;0
2;industrial_complex;2361.00;9.70;1749.00;2.34;0
2;industrial_complex;2492.00;13.55;1782.00;0.18;0
2;industrial_complex;2449.00;11.10;1753.00;2.84;0
2;air_base;2746.00;24.65;1752.00;5.50;0
2;supply_node;2406.00;9.70;1462.00;2.61;0
2;supply_node;2295.00;9.95;1707.00;5.20;0
2;supply_node;2687.00;21.25;1802.00;1.85;0
2;supply_node;2440.00;12.50;1821.00;4.79;0
2;supply_node;2465.00;9.70;1566.00;1.09;0
2;supply_node;2565.00;13.25;1673.00;4.03;0
2;supply_node;2648.00;22.15;1750.00;5.50;0
2;supply_node;2493.00;11.88;1758.00;3.26;0
2;supply_node;2717.00;23.55;1747.00;6.20;0
2;supply_node;2393.00;13.85;1869.00;1.39;0
2;supply_node;2444.00;10.10;1711.00;5.43;0
2;supply_node;2489.00;10.62;1656.00;0.63;0
2;supply_node;2383.00;9.70;1703.00;3.57;0
2;supply_node;2463.00;9.70;1486.00;1.33;0
2;supply_node;2421.00;9.93;1657.00;2.80;0
2;supply_node;2557.00;9.70;1505.00;5.74;0
2;supply_node;2505.00;9.70;1436.00;2.04;0
2;supply_node;2673.00;21.98;1697.00;4.98;0
2;supply_node;2624.00;15.35;1674.00;1.63;0
2;supply_node;2369.00;9.70;1622.00;4.21;0
2;supply_node;2492.00;16.20;1809.00;0.87;0
2;supply_node;2576.00;9.70;1441.00;2.34;0
2;supply_node;2560.00;15.65;1753.00;0.10;0
2;supply_node;2348.00;11.25;1810.00;3.04;0
2;supply_node;2342.00;9.70;1749.00;4.52;0
2;supply_node;2416.00;10.75;1766.00;2.27;0
2;supply_node;2545.00;10.10;1624.00;3.75;0
2;supply_node;2493.00;12.10;1700.00;0.41;0
2;supply_node;2274.00;13.10;1668.00;4.45;0
2;supply_node;2508.00;9.70;1494.00;5.93;0
2;supply_node;2338.00;9.70;1675.00;2.58;0
2;supply_node;2602.00;16.65;1716.00;5.16;0
2;supply_node;2439.00;9.70;1533.00;1.82;0
2;supply_node;2626.00;20.40;1821.00;3.29;0
2;supply_node;2403.00;9.70;1504.00;1.05;0
2;supply_node;2493.00;9.70;1612.00;3.99;0
2;supply_node;2440.00;9.70;1605.00;5.47;0
2;supply_node;2515.00;9.70;1539.00;2.12;0
2;supply_node;2453.00;9.70;1443.00;4.71;0
2;supply_node;2597.00;13.35;1634.00;1.36;0
2;supply_node;2606.00;20.40;1780.00;4.29;0
2;supply_node;2536.00;12.45;1708.00;0.59;0
2;supply_node;2551.00;9.70;1463.00;3.53;0
2;bunker;2380.00;10.48;1787.00;4.70;0
2;bunker;2469.00;9.70;1545.00;2.54;0
2;bunker;2426.00;16.00;1883.00;4.10;0
2;bunker;2595.00;11.95;1614.00;0.48;0
2;bunker;2375.00;9.70;1733.00;3.15;0
2;bunker;2346.00;9.70;1628.00;6.16;0
2;bunker;2507.00;11.20;1722.00;1.09;0
2;bunker;2504.00;9.70;1640.00;5.21;0
2;bunker;2578.00;13.30;1655.00;1.59;0
2;bunker;2739.00;24.50;1737.00;3.15;0
2;bunker;2438.00;9.70;1454.00;0.99;0
2;bunker;2443.00;10.90;1743.00;3.66;0
2;bunker;2322.00;9.70;1712.00;0.04;0
2;bunker;2396.00;11.40;1798.00;1.60;0
2;bunker;2591.00;9.70;1443.00;5.72;0
2;bunker;2600.00;15.00;1678.00;0.65;0
2;bunker;2418.00;9.70;1678.00;4.77;0
